package	x86_selection	r3_selection	triage	note	x86_version	r3_version	r3_makefile	depends	provides	conflicts	build_depends
kmod-lib-crc8	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-lib-lzo	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-crypto-acompress			
kmod-lib-objagg	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-lib-parman	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-lib-raid6	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-lib-textsearch	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-lib-xor	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-lib-xxhash	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-lib-zlib-deflate	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-lib-zlib-inflate	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-lib-zstd	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-crypto-acompress +kmod-lib-xxhash			
kmod-libphy	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-mac80211	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>.6.12.52-r1	<LINUX_VERSION>.6.12.6-r2	package/kernel/mac80211/Makefile	+kmod-cfg80211 +kmod-crypto-cmac +kmod-crypto-ccm +kmod-crypto-gcm +hostapd-common			
kmod-macremapper	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>.1.1.0-r2	<LINUX_VERSION>.1.1.0-r2	package/feeds/packages/macremapper/Makefile	+kmod-cfg80211 +kmod-br-netfilter			
kmod-macvlan	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-md-linear	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	kmod-md-mod 			
kmod-md-mod	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-md-raid0	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	kmod-md-mod 			
kmod-md-raid1	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	kmod-md-mod 			
kmod-md-raid10	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	kmod-md-mod 			
kmod-md-raid456	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	kmod-md-mod +kmod-lib-raid6 +kmod-lib-xor +kmod-lib-crc32c			
kmod-mdio	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-mdio-devres	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-libphy +(TARGET_armsr||TARGET_bcm27xx_bcm2708||TARGET_loongarch64||TARGET_malta||TARGET_tegra):kmod-of-mdio			
kmod-mhi-bus	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-mhi-net	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@PCI_SUPPORT +kmod-mhi-bus			
kmod-mhi-pci-generic	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@PCI_SUPPORT +kmod-mhi-bus			
kmod-mhi-wwan-ctrl	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@PCI_SUPPORT +kmod-mhi-bus +kmod-wwan			
kmod-mhi-wwan-mbim	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@PCI_SUPPORT +kmod-mhi-bus +kmod-wwan			
kmod-mii	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-mlx4-core	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@PCI_SUPPORT +kmod-ptp			
kmod-mlx5-core	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@PCI_SUPPORT +kmod-ptp +kmod-mlxfw +kmod-hwmon-core			
kmod-mlxfw	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-mlxsw-core	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@TARGET_x86_64 +kmod-mlxfw +kmod-hwmon-core			
kmod-mlxsw-i2c	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-mlxsw-core +kmod-i2c-core			
kmod-mlxsw-minimal	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-mlxsw-i2c			
kmod-mlxsw-pci	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@PCI_SUPPORT +kmod-mlxsw-core			
kmod-mlxsw-spectrum	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-mlxsw-pci +kmod-lib-objagg +kmod-lib-parman +kmod-ip6-tunnel +kmod-ptp +kmod-sched-act-sample +kmod-vxlan			
kmod-mmc	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@!TARGET_uml			
kmod-mppe	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	kmod-ppp +kmod-crypto-arc4 +kmod-crypto-sha1 +kmod-crypto-ecb			
kmod-mtk-t7xx	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@PCI_SUPPORT +kmod-wwan			
kmod-net-selftests	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-libphy			
kmod-netem	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-sched			
kmod-netlink-diag	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-nf-conncount	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nf-conntrack			
kmod-nf-conntrack	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-nf-conntrack-netlink	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nfnetlink +kmod-nf-conntrack			
kmod-nf-conntrack6	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@IPV6 +kmod-nf-conntrack			
kmod-nf-flow	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nf-conntrack			
kmod-nf-ipt	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-nf-ipt6	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nf-ipt +kmod-nf-log6			
kmod-nf-log	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-nf-log6	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@IPV6 +kmod-nf-log			
kmod-nf-nat	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nf-conntrack			
kmod-nf-nat6	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@IPV6 +kmod-nf-conntrack6 +kmod-nf-nat			
kmod-nf-nathelper	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nf-nat			
kmod-nf-nathelper-extra	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nf-nat +kmod-lib-textsearch +kmod-asn1-decoder			
kmod-nf-reject	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-nf-reject6	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@IPV6			
kmod-nf-socket	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-nf-tproxy	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-nfnetlink	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-nfnetlink-queue	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nfnetlink 			
kmod-nft-bridge	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nft-core			
kmod-nft-compat	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nft-core +kmod-nf-ipt			
kmod-nft-core	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nfnetlink +kmod-nf-reject +IPV6:kmod-nf-reject6 +IPV6:kmod-nf-conntrack6 +kmod-nf-nat +kmod-nf-log +IPV6:kmod-nf-log6 +kmod-lib-crc32c			
kmod-nft-fib	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nft-core			
kmod-nft-fullcone	y	n	missing-special	当前目标无此包；不是同名通用包迁移，见报告	<LINUX_VERSION>.2023.05.17~07d93b626ce5ea885cd16f9ab07fac3213c355d9-r2						
kmod-nft-nat	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nft-core +kmod-nf-nat			
kmod-nft-netdev	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nft-core			
kmod-nft-offload	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@IPV6 +kmod-nf-flow +kmod-nft-nat			
kmod-nft-queue	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nft-core +kmod-nfnetlink-queue			
kmod-nft-socket	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nft-core +kmod-nf-socket			
kmod-nft-tproxy	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nft-core +kmod-nf-tproxy +kmod-nf-conntrack			
kmod-nls-base	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-nls-cp437	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nls-base 			
kmod-nls-cp932	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nls-base 			
kmod-nls-cp936	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nls-base 			
kmod-nls-cp950	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nls-base 			
kmod-nls-iso8859-1	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nls-base 			
kmod-nls-ucs2-utils	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nls-base 			
kmod-nls-utf8	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-nls-base 			
kmod-oid-registry	y	n	generic-kernel-review	通用内核功能；只用目标内核源码重编，依赖/用途逐项核对	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-pcie_mhi	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>.1.3.8-r3	<LINUX_VERSION>.1.3.6-r1	package/mtk/applications/5g-modem/quectel_MHI/Makefile	+pciids +pciutils +quectel-CM-5G			
kmod-pcnet32	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@(PCI_SUPPORT||TARGET_malta) +kmod-mii			
kmod-pcs-xpcs	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	@(TARGET_x86_64||TARGET_armsr) +kmod-phylink			
kmod-phy-ax88796b	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-libphy			
kmod-phy-broadcom	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-libphy +kmod-phylib-broadcom			
kmod-phy-marvell	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-libphy			
kmod-phy-marvell-10g	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-libphy			
kmod-phy-microchip	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-libphy			
kmod-phy-realtek	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-libphy +kmod-hwmon-core			
kmod-phylib-broadcom	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-libphy			
kmod-phylink	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-libphy			
kmod-ppp	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-lib-crc-ccitt +kmod-slhc			
kmod-pppoe	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	kmod-ppp +kmod-pppox			
kmod-pppox	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	kmod-ppp			
kmod-pps	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-ptp	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-pps			
kmod-qrtr	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile				
kmod-qrtr-mhi	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	<LINUX_VERSION>-r	<LINUX_VERSION>-r	package/kernel/linux/Makefile	+kmod-mhi-bus +kmod-qrtr			
